id,first_name,last_name,gender,birth_date,age,email,phone_number,address,city,postal_code,country,inn,passport_number,disease,chronic_condition,insurance_status,monthly_medical_expenses_usd,monthly_income_usd,monthly_expenses_usd,loan_amount_usd,loan_purpose,credit_score,education_level,employment_status,years_of_experience,family_size,number_of_children,marital_status,housing_status,industry
6396,Jamie,Hicks,Male,1962-04-19,63,sanchezrandy@jacobs.biz,617-193-5972x37157,43746 Gregory Stravenue Suite 621,New Yvettefort,08527,Saint Pierre and Miquelon,448510135212,656098810,None,Arthritis,Insured,959.89,9958.67,8731.33,26643.18,Education,498,Bachelor's,Unemployed,23,4,3,Widowed,Own,Hospitality
6397,Christopher,Austin,Male,1998-06-21,27,janet52@gmail.com,931-877-3057x5792,52609 Jillian Inlet,New Denise,09227,Western Sahara,536500735634,745710830,Diabetes,None,Partially Insured,316.92,1457.84,1040.13,5045.92,Personal,811,Associate Degree,Employed,1,1,0,Divorced,Living with Family,Finance
6398,Jennifer,Hess,Female,2005-02-08,20,danielle14@clark.info,990.315.1810,5594 Hebert Stravenue,Brockfort,41687,Western Sahara,320668576883,305092866,Hypertension,None,Partially Insured,1996.28,1400.31,848.57,5935.39,Home,454,High School,Student,1,1,0,Single,Living with Family,Education
6399,Jean,Brown,Female,1958-04-10,67,christine18@smith.info,(023)798-8452x5904,749 Sydney Valley Suite 514,Josephbury,09980,Belarus,902394685757,459316449,None,None,Partially Insured,1161.0,6896.99,3503.12,20287.33,Medical,470,Bachelor's,Student,12,2,1,Divorced,Rent,Retail
6400,Joseph,Jackson,Male,2006-10-24,19,donna74@gmail.com,4200840377,73094 Thomas Tunnel,Lake Sarahhaven,96236,Belarus,257647486150,230531228,Diabetes,None,Uninsured,367.7,863.09,365.6,4141.75,Car,563,High School,Unemployed,0,1,0,Single,Living with Family,Healthcare
6401,Jill,Miller,Female,1994-12-22,31,tgilbert@hotmail.com,+1-657-082-9237,1463 Little Trail,South David,54561,Belarus,826902911188,801250196,None,None,Partially Insured,390.19,2179.6,1591.45,5936.26,Medical,459,Master's,Retired,1,1,0,Widowed,Mortgage,Government
6402,Carol,Daniels,Female,1938-02-24,87,mark50@gmail.com,+1-277-152-1211x8372,08827 Acevedo Gardens Suite 080,Baldwinmouth,03888,United Arab Emirates,756319369191,663349395,Hypertension,Arthritis,Insured,1634.68,38482.82,33491.23,82146.12,Business,676,Master's,Self-employed,60,1,0,Divorced,Own,Finance
6403,Christine,Scott,Female,1957-04-11,68,ericksonjames@gmail.com,205.193.9323x17802,1839 Michael Point Apt. 074,Lake Miafort,55528,Saint Pierre and Miquelon,377353865618,329492314,None,Seasonal Allergy,Uninsured,1592.51,13145.06,8149.02,28784.34,Personal,547,Master's,Self-employed,18,2,0,Married,Mortgage,Education
6404,Patrick,Osborne,Male,1947-01-01,78,johnlin@collins-dunn.net,950-717-9478,12457 Andrea Trail Apt. 599,Christopherland,02406,United Arab Emirates,625895267250,137960303,Asthma,None,Partially Insured,1426.54,15243.55,6365.07,8682.27,Home,692,PhD,Employed,25,2,0,Married,Mortgage,Government
6405,Karen,Randolph,Female,1975-04-28,50,gwilson@yahoo.com,001-249-259-5217,855 Kim Harbors,East Dustinfort,85992,Belarus,415813995360,414033049,Asthma,Seasonal Allergy,Uninsured,345.95,9757.2,8550.7,271.61,Personal,517,Master's,Unemployed,17,1,0,Widowed,Mortgage,Retail
6406,Tamara,Adams,Female,1957-08-31,68,bstokes@williams.com,505-459-0403,37996 Villa Skyway,Jasonton,78573,Western Sahara,328149418133,927847322,Hypertension,Acid Reflux,Uninsured,1913.29,24315.29,16604.95,19258.25,Personal,409,Master's,Unemployed,44,6,5,Widowed,Rent,Transportation
6407,Linda,Anderson,Female,1977-09-13,48,kellychavez@yahoo.com,(471)413-3095,06805 Richard Corner,South Jessicaville,73329,United Arab Emirates,918454748018,456980323,Diabetes,Arthritis,Uninsured,232.68,9880.21,5695.13,47035.85,Personal,564,Master's,Employed,17,4,3,Widowed,Own,Healthcare
6408,William,Gomez,Male,1975-08-16,50,janetmeyers@castro-keller.biz,+1-742-615-9073x2342,92335 Claire Center,East Ashleyton,53637,United Arab Emirates,321361783978,714525153,Depression,Acid Reflux,Partially Insured,1836.88,11702.41,5715.57,23401.55,Home,540,Bachelor's,Retired,25,6,5,Widowed,Mortgage,Healthcare
6409,Richard,Green,Male,1941-08-04,84,bobby49@baker.com,637.716.3960,4950 Kimberly Field Apt. 976,Bellfort,98218,Western Sahara,915900189633,970150004,Hypertension,None,Insured,1806.22,25082.1,17804.26,101407.49,Car,467,Bachelor's,Unemployed,46,7,5,Married,Rent,Construction
6410,Lauren,Edwards,Female,1981-09-10,44,jlynn@meyer-evans.biz,001-241-753-9332x7034,7914 Christopher Flats,South Kimberlyhaven,47601,Belarus,897397520447,580726687,Hypertension,Seasonal Allergy,Insured,1784.87,7135.03,4963.26,3716.39,Home,326,Master's,Self-employed,9,2,0,Married,Rent,Healthcare
6411,Kelly,Chen,Female,1968-03-22,57,maxwellrickey@yahoo.com,(952)879-6294,60070 Brown Rapids Suite 605,East Tracey,42659,Belarus,206225009465,476152681,Depression,Arthritis,Partially Insured,1027.11,12902.6,7844.24,22069.85,Car,791,Bachelor's,Employed,25,3,2,Divorced,Living with Family,Healthcare
6412,Eric,Hebert,Male,1947-05-02,78,isaac43@yahoo.com,327.487.3493,946 York Forest,East Rebeccaberg,76415,Belarus,899055563390,517873043,Depression,Acid Reflux,Uninsured,75.28,26716.35,16834.3,81021.86,Business,757,PhD,Employed,52,3,2,Single,Living with Family,Government
6413,Devin,Reid,Male,1974-05-18,51,hamiltonchristina@singh-jones.org,055-554-5573,7578 Tonya Knolls Suite 924,West Linda,73488,Saint Pierre and Miquelon,515873631365,590517103,Depression,Acid Reflux,Insured,591.41,10625.26,9435.66,44379.79,Home,573,PhD,Self-employed,14,1,0,Divorced,Mortgage,Hospitality
6414,Jonathan,Collins,Male,2006-01-25,19,alexanderhaley@sullivan.com,+1-049-214-8839,2082 Whitaker Ports Suite 248,Lake Stephentown,35921,Western Sahara,352853472818,314631171,Hypertension,Arthritis,Partially Insured,1198.33,839.77,724.5,1740.58,Personal,520,High School,Retired,0,1,0,Single,Living with Family,Retail
6415,Samuel,Moreno,Male,2003-10-15,22,lauravaldez@gmail.com,001-787-603-5465x15937,003 Oneal Courts,Ryanland,23392,Trinidad and Tobago,864153808544,396634833,Diabetes,None,Insured,1834.98,2222.82,1301.28,6233.58,Education,758,Associate Degree,Retired,3,1,0,Single,Mortgage,Transportation
6416,Wendy,Garza,Female,1989-06-11,36,jacksonstephanie@dunn.org,(628)010-4720x846,5660 Michael Junction Apt. 824,East Belinda,80654,United Arab Emirates,736938879092,422823961,None,Acid Reflux,Insured,767.62,8854.23,3556.91,16430.23,Education,710,Master's,Student,16,3,2,Single,Living with Family,Transportation
6417,Pamela,Mendez,Female,1986-12-06,39,jamesyoung@hotmail.com,923-506-8487x196,0897 Tony Haven Suite 751,Port Alexandrafurt,57794,Belarus,577364514701,750719657,Asthma,Arthritis,Uninsured,1340.46,11006.55,9533.58,49636.15,Personal,407,Master's,Student,15,3,1,Married,Own,Hospitality
6418,Alicia,Holland,Female,1983-06-18,42,qerickson@hotmail.com,001-268-317-7687x41553,6453 Dougherty Rapid Suite 094,Thomasstad,71691,Belarus,606730730196,218140849,Asthma,Seasonal Allergy,Partially Insured,1462.79,8154.54,5612.25,24534.59,Business,793,Master's,Student,10,3,2,Widowed,Own,Healthcare
6419,Lisa,Martinez,Female,1948-02-25,77,maydanielle@brown.info,(662)387-8139x790,34242 Sutton Station Apt. 046,New Alecburgh,91632,Belarus,881235325551,927374846,Asthma,None,Partially Insured,553.7,8616.79,3645.16,42755.53,Education,689,Bachelor's,Self-employed,13,6,5,Divorced,Own,None
6420,Barbara,Lane,Female,1979-11-20,46,jacob79@griffin.org,(693)396-9495x96610,788 Miller Squares,Port Wendybury,49791,Saint Pierre and Miquelon,216107634572,370870814,Depression,Seasonal Allergy,Uninsured,1139.75,6379.88,4006.9,20011.21,Education,533,Bachelor's,Retired,9,3,2,Divorced,Own,Retail
6421,Kendra,Bennett,Female,2000-06-04,25,xmurray@yahoo.com,033-175-5239x132,5959 Davis Avenue Apt. 426,North Madisonchester,71873,Western Sahara,191975889911,971540974,Asthma,Arthritis,Insured,625.59,2134.66,948.24,8734.27,Home,325,Master's,Student,0,1,0,Single,Rent,Government
6422,Crystal,Ward,Female,2003-12-30,22,jmarsh@hotmail.com,001-257-107-6185x5425,4198 Valdez Shoals,Arthurfort,33906,Trinidad and Tobago,263920159898,660957889,Diabetes,Arthritis,Uninsured,1713.12,1161.73,622.58,4099.61,Medical,783,High School,Unemployed,0,1,0,Single,Mortgage,IT
6423,Edward,Anderson,Male,1947-10-18,78,tommy79@gmail.com,000-500-4577x064,67862 Erica Courts Apt. 317,Donaldsonville,12672,Belarus,259808026269,248356061,Diabetes,Acid Reflux,Uninsured,510.91,32480.53,25581.41,5778.26,Home,465,PhD,Self-employed,55,5,3,Married,Own,Transportation
6424,James,Sexton,Male,1936-09-26,89,maldonadochristopher@melton.com,+1-918-279-5946x2577,639 Blake Square,Morganport,37235,Saint Pierre and Miquelon,863109862909,144380367,None,None,Insured,1478.06,14864.72,11121.4,71739.01,Business,523,Bachelor's,Self-employed,34,3,1,Married,Own,Government
6425,Kristina,Hurst,Female,1942-01-01,83,mclaughlinhannah@hotmail.com,355-464-4350x3767,5172 Johnson Canyon Apt. 526,North Stephanie,64071,Western Sahara,606763451160,441612423,Diabetes,Acid Reflux,Insured,319.47,23493.02,20774.1,115005.03,Medical,480,Bachelor's,Retired,46,3,2,Divorced,Own,Healthcare
6426,Matthew,Graves,Male,1964-01-24,61,kwilliams@weiss.com,(036)197-5352,303 Rose Centers Suite 839,Jonathantown,99912,Belarus,449542546976,729816805,Hypertension,Arthritis,Uninsured,1389.37,21420.82,10401.44,27089.57,Business,631,Master's,Employed,39,3,2,Divorced,Rent,Hospitality
6427,Thomas,Pratt,Male,2001-06-08,24,cassidy02@benton-farley.com,174.954.2966,1030 Nicholas Brook,North Richard,03455,Western Sahara,925628980014,352955401,Asthma,Arthritis,Uninsured,1118.2,2187.14,1381.99,8697.0,Home,828,Associate Degree,Student,3,1,0,Single,Living with Family,Education
6428,Ricardo,Riley,Male,1949-04-11,76,jasonpreston@brown-ortiz.com,+1-178-822-4377x825,19439 Debra Pike,South Justinport,86491,Western Sahara,495924554784,428527684,Asthma,Arthritis,Partially Insured,763.82,20887.79,15095.1,15797.64,Business,492,Master's,Unemployed,42,1,0,Divorced,Rent,IT
6429,Jordan,Martinez,Male,1956-05-25,69,jacob23@gmail.com,+1-538-024-2215,7082 Daniel Point,South James,17357,Belarus,871387583312,963720757,Diabetes,Acid Reflux,Uninsured,1779.92,22059.66,10869.41,2497.1,Business,403,PhD,Self-employed,39,3,1,Married,Own,Construction
6430,Oscar,Cox,Male,1956-05-30,69,nwilliamson@hotmail.com,001-991-743-9960x013,37563 Prince Point,Patriciaport,63786,Saint Pierre and Miquelon,930073189119,901946154,Hypertension,Acid Reflux,Insured,1016.54,11601.92,6673.41,30423.37,Education,573,PhD,Retired,19,4,3,Single,Mortgage,Government
6431,Matthew,Bean,Male,1978-07-22,47,gparker@callahan.com,+1-588-808-7121x6426,7374 Richard Estate Apt. 575,North Jennifer,84363,Western Sahara,960659368738,469218265,Hypertension,Acid Reflux,Insured,998.81,15485.2,13167.41,77294.11,Business,497,PhD,Employed,24,5,3,Married,Own,Hospitality
6432,Caleb,Morris,Male,2005-09-16,20,josemarquez@gmail.com,392.626.7777x9055,42880 Mcintosh Lodge,Alyssafurt,69169,United Arab Emirates,338841932313,691016993,Asthma,Seasonal Allergy,Uninsured,1227.5,1187.58,672.72,4198.99,Car,518,High School,Employed,0,1,0,Single,Own,Healthcare
6433,Shawn,Blair,Male,1945-02-22,80,kristen33@mueller.org,+1-686-367-7083x312,46105 Alan Freeway Apt. 789,Fisherton,71886,Belarus,193297788683,118908298,Diabetes,None,Uninsured,39.13,40507.43,17365.23,57636.47,Personal,704,PhD,Unemployed,53,6,5,Single,Living with Family,Construction
6434,George,Donovan,Male,1939-08-11,86,pjenkins@taylor.info,533-744-8811x404,3682 Alicia Avenue,Lake Christinaland,69430,United Arab Emirates,752366534916,420329110,Diabetes,Seasonal Allergy,Uninsured,1479.58,13346.96,9436.1,19740.16,Car,708,Bachelor's,Student,32,6,5,Divorced,Own,Finance
6435,Cheryl,Edwards,Female,1980-03-14,45,beth40@gmail.com,694-204-4210,226 Cameron Street,Beckyhaven,73488,Belarus,146555046216,589964624,Diabetes,Acid Reflux,Uninsured,697.33,7216.46,4525.88,518.29,Business,461,PhD,Student,11,4,3,Widowed,Living with Family,IT
6436,Stephanie,Perez,Female,1936-01-22,89,bryannewman@hotmail.com,6699276551,82133 Mcguire Club Apt. 546,Bradleybury,47436,Saint Pierre and Miquelon,957597384931,616189074,Depression,Seasonal Allergy,Partially Insured,1236.36,24422.56,19333.65,3366.94,Business,440,PhD,Retired,40,2,1,Divorced,Living with Family,Healthcare
6437,Christopher,Cisneros,Male,1946-09-23,79,charles61@yahoo.com,+1-782-256-1989x3131,93529 Price Locks,Masonton,43122,Trinidad and Tobago,718909766223,787967278,Asthma,Seasonal Allergy,Partially Insured,396.12,17381.61,15031.27,819.79,Education,483,Master's,Employed,36,5,4,Single,Own,Education
6438,Brittany,Martin,Female,1977-10-31,48,vsanchez@gmail.com,574.591.7372,7100 Brewer Rapid,New Guy,85718,Western Sahara,238474286838,169207955,Hypertension,Seasonal Allergy,Partially Insured,1767.94,9067.02,6355.93,9357.01,Education,360,PhD,Student,10,6,4,Married,Rent,Construction
6439,Henry,Kim,Male,1968-01-09,57,jack77@hotmail.com,589-784-2063x68534,848 James Village Suite 818,Castrostad,37459,United Arab Emirates,466288359439,583329694,Asthma,Seasonal Allergy,Insured,32.79,10383.83,6677.52,25178.93,Medical,384,PhD,Employed,12,2,1,Widowed,Rent,Finance
6440,Sarah,Carpenter,Female,1950-09-03,75,melissa44@gonzales-young.org,434-137-1975x51551,775 Trujillo Lodge,Hoodborough,09980,Belarus,194712613547,386427921,Hypertension,Seasonal Allergy,Partially Insured,891.18,24557.91,13432.69,96949.58,Car,631,Bachelor's,Student,48,1,0,Single,Living with Family,Hospitality
6441,Daniel,Griffin,Male,1964-09-28,61,mistystewart@scott.com,(814)705-4821,91391 Smith Glen,South Derrickstad,31941,Trinidad and Tobago,494857989830,773207765,Diabetes,Seasonal Allergy,Partially Insured,1604.14,9748.71,6622.27,10750.67,Home,521,Bachelor's,Retired,19,2,1,Divorced,Own,Hospitality
6442,Kenneth,Love,Male,1972-01-14,53,david66@evans-sullivan.com,(588)825-6786x657,09746 Morgan Lane,Lake Calebstad,72678,Belarus,348759356745,494031852,Hypertension,Arthritis,Partially Insured,1919.44,4138.39,1866.22,7325.05,Car,705,Bachelor's,Retired,6,4,2,Married,Mortgage,Retail
6443,Diane,Baker,Female,1972-03-28,53,jennifercannon@harris-walsh.org,001-889-547-9535,5613 Nathan Tunnel,Fosterbury,91608,Belarus,434012200595,718234156,Diabetes,None,Uninsured,543.48,14449.36,9507.2,60852.9,Home,843,Master's,Unemployed,21,1,0,Divorced,Mortgage,Government
6444,Mary,Gill,Female,1967-09-08,58,joseph90@jones.com,(112)026-1606x0185,606 Little Mission,Evelynshire,74469,Belarus,151189132202,290709535,Asthma,Seasonal Allergy,Insured,1369.86,8276.08,4038.97,32024.63,Car,517,Bachelor's,Self-employed,12,6,4,Married,Own,Education
6445,Gary,Nelson,Male,1987-10-09,38,jzuniga@gmail.com,021.953.0504,6775 Julian Ferry Suite 105,Lake Heather,03977,United Arab Emirates,436344318421,570134655,Diabetes,Seasonal Allergy,Uninsured,1416.09,4946.62,4387.54,546.79,Business,402,PhD,Employed,5,3,2,Single,Own,Transportation
6446,Ronald,Murray,Male,1938-08-16,87,bryan48@lane.com,955-344-0144,868 Meadows Streets Suite 708,West Stephen,55528,Trinidad and Tobago,930686303035,747084963,Hypertension,Acid Reflux,Uninsured,1840.79,12286.33,5953.59,3353.58,Medical,357,Bachelor's,Self-employed,20,2,1,Single,Living with Family,Hospitality
6447,Sherry,Rollins,Female,2006-02-12,19,greenelizabeth@mitchell.com,+1-762-243-6350,57520 Strickland Port,South Alexandrahaven,33057,Saint Pierre and Miquelon,929783688280,587432305,Hypertension,Seasonal Allergy,Insured,1991.67,917.47,696.7,4435.24,Home,469,High School,Self-employed,0,1,0,Single,Own,None
6448,Nicole,Flores,Female,1974-02-18,51,rachel85@yahoo.com,423-095-6500x5550,33875 Ryan Island Apt. 053,Lake Christophermouth,74469,Belarus,260188602218,599584618,Diabetes,Arthritis,Partially Insured,1879.77,13807.6,6496.74,23065.6,Medical,602,PhD,Student,23,6,5,Single,Living with Family,None
6449,Isaac,Nichols,Male,1983-10-17,42,bobbyperkins@hotmail.com,037-032-8268,318 Mitchell Extension Apt. 121,Tatemouth,34619,Belarus,977483781479,143515584,Diabetes,Arthritis,Uninsured,1998.3,9902.94,6805.03,30903.71,Medical,652,Bachelor's,Unemployed,21,4,3,Single,Mortgage,Healthcare
6450,Christina,Mahoney,Female,1995-06-07,30,icarrillo@yahoo.com,1463268637,316 Wheeler Ports Apt. 284,Markshire,06990,Saint Pierre and Miquelon,551979438739,411831681,Diabetes,None,Partially Insured,188.27,6529.9,4332.24,22938.02,Education,777,Master's,Student,9,1,0,Widowed,Mortgage,Retail
6451,Jennifer,Young,Female,1964-12-28,61,williamsonjoel@lopez.com,(203)923-4480x3356,6187 Scott Underpass Apt. 133,Laraborough,96236,United Arab Emirates,662158399342,874751971,Diabetes,Seasonal Allergy,Uninsured,1903.73,7118.58,5615.18,34934.82,Personal,801,Master's,Retired,8,3,2,Widowed,Own,Healthcare
6452,Curtis,Bruce,Male,1957-08-22,68,walkertyler@gomez.com,(498)267-0274,71923 Kerr Lodge,Robinsonborough,31941,Western Sahara,228747420597,151004162,Diabetes,Seasonal Allergy,Partially Insured,919.4,7640.05,3431.8,24906.93,Education,645,PhD,Employed,11,2,1,Divorced,Own,None
6453,Michele,Reyes,Female,1973-03-14,52,brownnicole@potter.org,+1-609-139-7383x11863,0802 Medina Forges,Norrisfurt,80654,United Arab Emirates,354803595357,484681300,Diabetes,Seasonal Allergy,Partially Insured,727.51,17212.41,8232.09,34372.7,Home,657,Bachelor's,Student,33,6,5,Widowed,Rent,Education
6454,Lori,Duffy,Female,1993-11-02,32,katherineyates@gmail.com,766.424.7251,560 Michael Spring Apt. 123,Elizabethmouth,30195,Saint Pierre and Miquelon,981922506643,119765092,Asthma,Arthritis,Partially Insured,1359.12,1573.57,859.11,5505.99,Personal,460,Master's,Employed,0,2,1,Single,Living with Family,Hospitality
6455,Michele,Love,Female,2002-12-17,23,dixonsheila@hotmail.com,836.385.4086x61317,7678 Fernandez Spur Suite 174,Markbury,73329,United Arab Emirates,929411311720,458511042,Diabetes,Arthritis,Partially Insured,1833.11,2833.23,1986.61,12430.48,Education,688,Bachelor's,Employed,4,1,0,Single,Own,Transportation
6456,Kimberly,Butler,Female,1974-08-28,51,carolyn90@yahoo.com,+1-727-441-8157x088,97521 Melissa Keys,East Brookeview,03888,United Arab Emirates,638083925202,889807938,Hypertension,Arthritis,Uninsured,694.6,3538.62,2618.12,10530.06,Business,523,Master's,Retired,4,6,5,Widowed,Mortgage,Retail
6457,Erin,Wade,Female,1967-07-04,58,kendra96@miller.com,914-601-4776x4473,401 Sarah Way Suite 179,Sherryberg,19720,Trinidad and Tobago,502578510365,368137600,Diabetes,Acid Reflux,Partially Insured,765.39,5978.28,4919.98,26192.76,Medical,836,Master's,Unemployed,7,3,2,Widowed,Living with Family,None
6458,Tanner,Bailey,Male,1942-05-29,83,sabrina12@jensen.com,+1-070-597-7955x7082,34979 Martin Skyway Apt. 121,West Garyton,42239,Western Sahara,399244753793,604830504,None,None,Uninsured,128.23,18556.91,7638.14,51999.86,Home,797,Master's,Unemployed,33,2,0,Married,Own,Hospitality
6459,Heather,Patterson,Female,1997-02-09,28,davisdavid@hotmail.com,+1-724-004-7951,22258 Dylan Port,Laurenfurt,97480,United Arab Emirates,688076495519,798568506,None,Seasonal Allergy,Uninsured,551.96,4681.3,2258.02,503.54,Education,729,Master's,Student,4,1,0,Divorced,Rent,Education
6460,Curtis,Mccarty,Male,1958-08-04,67,david80@massey.com,8449742047,4525 Guy Ferry,Amberchester,99912,United Arab Emirates,331311639834,147401648,None,Seasonal Allergy,Partially Insured,869.75,12924.73,11113.38,62602.12,Medical,352,PhD,Self-employed,19,1,0,Divorced,Rent,Construction
6461,Scott,Myers,Male,1942-07-09,83,jalexander@stewart.info,035.436.4040,3506 Tyler Heights Suite 175,North Joseph,42239,Belarus,374161836951,707202880,None,Acid Reflux,Insured,142.48,26518.11,21582.18,85911.14,Medical,790,Master's,Student,48,6,5,Widowed,Mortgage,Hospitality
6462,Jacqueline,Williams,Female,1995-06-18,30,eric29@hill.biz,603.032.1719x1625,24348 Barber Brooks,Jimenezmouth,51558,Western Sahara,322769533513,197363141,Asthma,None,Uninsured,440.61,1772.94,1293.19,5608.88,Business,509,PhD,Unemployed,0,2,1,Divorced,Living with Family,None
6463,Antonio,Lloyd,Male,1968-10-28,57,briannabright@howard.com,314.840.4767x13330,9804 Huang Rest Suite 770,Johnsonland,48899,Western Sahara,208771850546,165497319,Asthma,Arthritis,Uninsured,849.94,3740.31,2493.99,5607.71,Education,324,Bachelor's,Student,6,3,2,Divorced,Own,Healthcare
6464,Megan,Gross,Female,1956-07-26,69,andrew87@yahoo.com,001-572-540-4620,19685 Kim Shore Suite 563,Laurabury,29485,Western Sahara,234525284249,393560403,Depression,Arthritis,Partially Insured,342.84,18555.46,9726.65,38853.54,Education,590,Bachelor's,Retired,32,1,0,Widowed,Living with Family,None
6465,Nathan,Davis,Male,1959-12-19,66,medinajeremy@yahoo.com,001-572-771-2303x59549,295 Forbes Shores Apt. 832,Woodhaven,65561,Saint Pierre and Miquelon,503538469025,341587907,Hypertension,Seasonal Allergy,Uninsured,1128.96,7114.25,5673.47,31406.36,Business,624,Bachelor's,Retired,13,4,3,Divorced,Mortgage,Government
6466,Spencer,Flores,Male,2002-06-07,23,brittanynguyen@gmail.com,+1-080-406-1569x15660,38379 Scott Fields,West Andrew,23654,Western Sahara,198503135186,479020052,None,Seasonal Allergy,Partially Insured,1410.51,1715.74,1236.75,7268.31,Home,803,Associate Degree,Retired,2,1,0,Single,Own,None
6467,Melissa,Burke,Female,1971-08-12,54,longrebecca@hotmail.com,081-740-3902,9951 Jackson Pine Apt. 454,Port Jenniferland,49791,United Arab Emirates,939047054548,310310640,Depression,Arthritis,Uninsured,487.2,15198.38,12136.93,1573.3,Car,507,Bachelor's,Student,34,4,2,Married,Own,Hospitality
6468,Crystal,Kelly,Female,1941-05-17,84,snydercole@ray-elliott.info,363-049-6531,84779 Paul Wall Suite 446,West Chase,68725,Belarus,695897823606,928280927,Asthma,Acid Reflux,Uninsured,212.01,13960.36,10220.53,21917.89,Personal,460,Master's,Employed,23,2,1,Widowed,Own,Retail
6469,Ronald,Stevenson,Male,1976-08-19,49,leachphilip@graham-murray.net,271-459-4339x962,3367 Rodriguez Springs Apt. 859,East Thomas,96217,United Arab Emirates,100330786552,981926029,Asthma,None,Uninsured,491.31,8944.68,5928.01,23083.94,Business,361,Master's,Unemployed,16,5,3,Married,Living with Family,Retail
6470,Daniel,Williams,Male,1936-01-11,89,mcooper@rush-cortez.com,(434)267-7094,131 Chase Village,Petersonview,03742,Trinidad and Tobago,727362107359,143547925,Depression,Arthritis,Insured,92.91,32141.66,14550.47,35256.59,Personal,437,PhD,Employed,49,5,3,Married,Living with Family,None
6471,Michael,Leonard,Male,1937-08-16,88,kevin57@hotmail.com,244-146-0710x08888,5745 Kerry Cliff Apt. 810,East Wayne,98218,United Arab Emirates,644974436431,746075445,Depression,Acid Reflux,Insured,953.67,16581.92,9240.79,14018.2,Education,566,PhD,Student,29,4,3,Divorced,Living with Family,Transportation
6472,Anthony,Price,Male,1935-01-19,90,jmorrison@yahoo.com,712-094-2107x624,75118 Robinson Wall Suite 661,West Madelinemouth,63863,Trinidad and Tobago,795666477497,986338086,Asthma,Seasonal Allergy,Uninsured,576.64,34225.99,21366.44,51882.98,Home,332,Master's,Unemployed,67,2,1,Widowed,Living with Family,Retail
6473,Amy,Carey,Female,1945-12-13,80,fwells@hicks-gould.biz,568-624-4169,3202 David Overpass Suite 634,Powellfurt,13715,Saint Pierre and Miquelon,125403048828,385972319,Depression,Acid Reflux,Partially Insured,1268.6,21582.98,15790.8,60705.01,Medical,566,Bachelor's,Retired,50,4,3,Widowed,Own,IT
6474,John,Young,Male,1990-02-14,35,mmitchell@gonzalez-williams.net,001-457-223-1240x6049,83137 Johnson Field Suite 818,East Melissafort,78573,United Arab Emirates,508792677425,665462854,Asthma,None,Uninsured,1484.99,6190.12,4469.53,2407.88,Home,715,Bachelor's,Unemployed,9,1,0,Divorced,Rent,Healthcare
6475,Diana,Moore,Female,1985-12-15,40,michelle26@cantu-taylor.com,001-608-669-1803x96463,2090 Brad Extensions,East Nathanielburgh,34619,Saint Pierre and Miquelon,187111721015,172173560,None,None,Insured,987.69,12040.56,8579.2,41091.34,Business,630,Master's,Retired,21,5,3,Married,Living with Family,Finance
6476,Darren,Moore,Male,1977-12-16,48,ruthjohnson@sweeney.com,(801)014-9377x33160,3156 Klein Station Suite 499,East Ryan,21310,Trinidad and Tobago,756909960651,646778279,Depression,Acid Reflux,Uninsured,241.73,22351.68,13329.11,76691.92,Education,317,PhD,Student,29,2,0,Married,Mortgage,Transportation
6477,Lisa,Nelson,Female,1977-08-16,48,hbruce@sharp.org,001-651-823-8395,1008 Mccoy Views,Michaelton,59994,Belarus,286406155874,540383432,Diabetes,Acid Reflux,Insured,1668.13,4195.04,2760.99,1900.23,Education,714,PhD,Unemployed,4,4,3,Single,Own,Retail
6478,Jorge,Roberts,Male,1941-06-28,84,rebeccabauer@gmail.com,001-812-758-8830,260 Hill Ramp Suite 860,Seanchester,53995,Western Sahara,397849717609,600903949,Depression,Seasonal Allergy,Partially Insured,929.12,6354.35,3007.78,25725.67,Home,653,PhD,Student,6,4,3,Widowed,Rent,None
6479,Joseph,Copeland,Male,1938-07-14,87,donald34@fisher.com,(855)525-3391x1435,2687 Murray Points,Lake Tiffany,73488,Saint Pierre and Miquelon,100305513350,371657420,Depression,None,Partially Insured,1648.65,23095.36,16813.03,112111.51,Education,562,Bachelor's,Unemployed,53,3,2,Single,Mortgage,Healthcare
6480,Michelle,Wolfe,Female,1957-09-02,68,brian11@gmail.com,001-344-359-7603x251,9574 James Springs Apt. 678,Nathanview,73488,Trinidad and Tobago,194616788159,528830069,Asthma,None,Insured,1559.3,19674.31,12207.73,76805.9,Home,819,Master's,Student,28,6,5,Single,Rent,IT
6481,Amy,Wilson,Female,1991-12-02,34,morrowedward@taylor.com,876.191.8932x0123,29461 Amber Passage,South Michelleshire,02698,Belarus,222091309724,181843255,Asthma,Arthritis,Uninsured,512.68,3139.04,2542.11,15123.56,Home,444,Bachelor's,Self-employed,3,2,1,Widowed,Living with Family,None
6482,James,Crosby,Male,1986-02-15,39,swansonchristine@ayala.biz,(241)756-5629,881 Christina Port Apt. 480,Lake Jody,63863,United Arab Emirates,678203237929,560390581,None,Arthritis,Insured,1676.86,9797.52,7664.32,26838.38,Education,806,Bachelor's,Retired,15,2,1,Single,Own,Healthcare
6483,Karen,Cook,Female,2003-07-15,22,christopher89@yahoo.com,583.443.5407x903,746 Ernest Mount,Port Krystal,68725,Western Sahara,143927179205,420923080,Hypertension,None,Partially Insured,1788.22,959.94,843.46,3027.87,Car,344,High School,Employed,0,1,0,Single,Living with Family,Healthcare
